input_file, Read, PC, PCSA, HLL, KMV, MC, RC
datasets/crusoe.txt, 0.00189718, 0.00229706, 0.00238726, 0.00243278, 0.0049606, 0.00314403, 0.00340413
datasets/crusoe.txt, 0.00193126, 0.00242887, 0.00240008, 0.0024533, 0.00505982, 0.00310744, 0.00360313
datasets/crusoe.txt, 0.00208895, 0.00241614, 0.00237746, 0.00240557, 0.0051324, 0.0031876, 0.00399162
datasets/crusoe.txt, 0.00204614, 0.00328063, 0.00247483, 0.00260636, 0.00526895, 0.0035925, 0.00339051
datasets/crusoe.txt, 0.00192175, 0.00233747, 0.00246368, 0.00245435, 0.00500826, 0.00312882, 0.00338639
datasets/crusoe.txt, 0.00187024, 0.00240662, 0.00240852, 0.00243534, 0.00500888, 0.00310196, 0.00318528
datasets/crusoe.txt, 0.00190564, 0.00226485, 0.0024049, 0.00250884, 0.00501025, 0.00312533, 0.00311485
datasets/crusoe.txt, 0.00194365, 0.00234323, 0.00235345, 0.00243313, 0.00513064, 0.00310459, 0.00354688
datasets/crusoe.txt, 0.00209116, 0.00249207, 0.00295349, 0.00241054, 0.00514806, 0.00322767, 0.00311031
datasets/crusoe.txt, 0.00187654, 0.00241535, 0.00303496, 0.00230942, 0.00489209, 0.0032166, 0.00307855
datasets/crusoe.txt, 0.00230511, 0.00304539, 0.00233785, 0.00235777, 0.00487944, 0.00297522, 0.0125107
datasets/crusoe.txt, 0.00187133, 0.0024354, 0.00250764, 0.00245926, 0.010014, 0.00346927, 0.00356285
datasets/crusoe.txt, 0.00208779, 0.00289245, 0.00249827, 0.00268838, 0.00562031, 0.00325451, 0.00396237
datasets/crusoe.txt, 0.00248615, 0.0023422, 0.00232309, 0.00239736, 0.00515385, 0.00330671, 0.00317522
datasets/crusoe.txt, 0.0019184, 0.00249503, 0.00241248, 0.0024251, 0.00509162, 0.00312035, 0.00320163
datasets/crusoe.txt, 0.00196734, 0.00263465, 0.0023956, 0.00240945, 0.00496849, 0.00307834, 0.00331801
datasets/crusoe.txt, 0.00325661, 0.00229932, 0.00231746, 0.00238235, 0.00491865, 0.00383324, 0.00378255
datasets/crusoe.txt, 0.00195422, 0.00232258, 0.00246093, 0.00243839, 0.00508612, 0.00307998, 0.00365606
datasets/crusoe.txt, 0.00187211, 0.00224005, 0.00234741, 0.00274375, 0.00497582, 0.00321677, 0.00375087
datasets/crusoe.txt, 0.00192936, 0.00228141, 0.00258092, 0.00249539, 0.0050873, 0.00337134, 0.00327701
datasets/crusoe.txt, 0.00206771, 0.00243918, 0.00254201, 0.00245014, 0.00483271, 0.00328317, 0.0032733
datasets/crusoe.txt, 0.00188526, 0.00258575, 0.00246102, 0.00235805, 0.00493644, 0.00300737, 0.0036693
datasets/crusoe.txt, 0.00191765, 0.00298896, 0.00235931, 0.00235657, 0.00539484, 0.00357136, 0.00320224
datasets/crusoe.txt, 0.0033613, 0.00225217, 0.00234361, 0.00490318, 0.00560533, 0.00318307, 0.00318001
datasets/crusoe.txt, 0.00190541, 0.00234024, 0.00264305, 0.00250925, 0.00501142, 0.00340655, 0.00330541
datasets/crusoe.txt, 0.00208799, 0.00227868, 0.0026043, 0.00279138, 0.00502022, 0.00304418, 0.00311077
datasets/crusoe.txt, 0.00185793, 0.00510679, 0.00321888, 0.00280308, 0.00524264, 0.00305431, 0.00365701
datasets/crusoe.txt, 0.00194158, 0.00230858, 0.00235805, 0.00247771, 0.00514219, 0.00301642, 0.00372872
datasets/crusoe.txt, 0.00204411, 0.00249957, 0.00243605, 0.00239483, 0.00494466, 0.00312583, 0.00415192
datasets/crusoe.txt, 0.00207163, 0.00230094, 0.00260843, 0.00251661, 0.00504451, 0.00358766, 0.00356933
datasets/crusoe.txt, 0.0019563, 0.00259075, 0.00293795, 0.00238823, 0.00491253, 0.00298469, 0.00322946
datasets/crusoe.txt, 0.00197603, 0.00233964, 0.0024076, 0.00258446, 0.00527953, 0.00312925, 0.00307796
datasets/crusoe.txt, 0.00188776, 0.00243361, 0.00233143, 0.00240377, 0.00543698, 0.00305525, 0.00333093
datasets/crusoe.txt, 0.00243392, 0.00235441, 0.00252903, 0.00239151, 0.00493251, 0.00307654, 0.00328247
datasets/crusoe.txt, 0.0043515, 0.00230495, 0.00239346, 0.00243225, 0.00604124, 0.00361265, 0.00373836
datasets/crusoe.txt, 0.00191889, 0.00238258, 0.00246658, 0.00254454, 0.00503621, 0.00361356, 0.00313895
datasets/crusoe.txt, 0.00192403, 0.00250639, 0.00246092, 0.00237187, 0.00522672, 0.00309014, 0.00320924
datasets/crusoe.txt, 0.0019164, 0.00244568, 0.00236912, 0.00239234, 0.0054924, 0.00303561, 0.0032053
datasets/crusoe.txt, 0.00189944, 0.00249291, 0.00276252, 0.00240056, 0.00503194, 0.00302589, 0.0032323
datasets/crusoe.txt, 0.00311028, 0.00249552, 0.00233107, 0.00255539, 0.00554146, 0.00305915, 0.00321672
datasets/crusoe.txt, 0.0019679, 0.00232919, 0.00246678, 0.00245829, 0.00507654, 0.00312608, 0.00352524
datasets/crusoe.txt, 0.00185608, 0.00231224, 0.00237962, 0.00245734, 0.00497602, 0.0030667, 0.00341924
datasets/crusoe.txt, 0.00197048, 0.00231815, 0.00249392, 0.00240882, 0.00514072, 0.00319266, 0.00325737
datasets/crusoe.txt, 0.00197215, 0.00229028, 0.00236141, 0.00260933, 0.00494531, 0.00317529, 0.00318153
datasets/crusoe.txt, 0.00186783, 0.00226853, 0.00245761, 0.00253719, 0.00501123, 0.00323989, 0.00343349
datasets/crusoe.txt, 0.00212945, 0.00235, 0.00305999, 0.00239765, 0.00494829, 0.00309035, 0.00330035
