input_file, Card, PC, PCSA, HLL, KMV, MC, RC
datasets/crusoe.txt, 6245, 5295, 6122, 5083, 6224, 6039, 6700
datasets/crusoe.txt, 6245, 1323, 6039, 5047, 8357, 8055, 10669
datasets/crusoe.txt, 6245, 10590, 6784, 6765, 5709, 5710, 5828
datasets/crusoe.txt, 6245, 10590, 6288, 7287, 7311, 7089, 7241
datasets/crusoe.txt, 6245, 2647, 6784, 4992, 7017, 6292, 7354
datasets/crusoe.txt, 6245, 5295, 5791, 5565, 5236, 5123, 6396
datasets/crusoe.txt, 6245, 2647, 6370, 5957, 5526, 5646, 6911
datasets/crusoe.txt, 6245, 5295, 6619, 6313, 6068, 5820, 6496
datasets/crusoe.txt, 6245, 1323, 6453, 6232, 5729, 6856, 5563
datasets/crusoe.txt, 6245, 10590, 6288, 5239, 6051, 5304, 7354
datasets/crusoe.txt, 6245, 5295, 6288, 7265, 7014, 7649, 6597
datasets/crusoe.txt, 6245, 2647, 6536, 5657, 7300, 7355, 9137
datasets/crusoe.txt, 6245, 2647, 7529, 6656, 5656, 5720, 6700
datasets/crusoe.txt, 6245, 10590, 5874, 6022, 5629, 6307, 6011
datasets/crusoe.txt, 6245, 5295, 6453, 5382, 7237, 6456, 4914
datasets/crusoe.txt, 6245, 5295, 6536, 5092, 6661, 6427, 4273
datasets/crusoe.txt, 6245, 10590, 5295, 5703, 5950, 6320, 8587
datasets/crusoe.txt, 6245, 10590, 6122, 5634, 6406, 5914, 8587
datasets/crusoe.txt, 6245, 2647, 6039, 5796, 5405, 5254, 4618
datasets/crusoe.txt, 6245, 5295, 5460, 6724, 7549, 8033, 6496
datasets/crusoe.txt, 6245, 5295, 5626, 6452, 5556, 5384, 6011
datasets/crusoe.txt, 6245, 2647, 6950, 5652, 6139, 5639, 6700
datasets/crusoe.txt, 6245, 21181, 6205, 5181, 7023, 7570, 5563
datasets/crusoe.txt, 6245, 2647, 6453, 8121, 6863, 6272, 8587
datasets/crusoe.txt, 6245, 10590, 6122, 6907, 6124, 6231, 5650
datasets/crusoe.txt, 6245, 10590, 5874, 6775, 5994, 6404, 6911
datasets/crusoe.txt, 6245, 10590, 6205, 6494, 5648, 6338, 4690
datasets/crusoe.txt, 6245, 5295, 5874, 6902, 6021, 5317, 5563
datasets/crusoe.txt, 6245, 21181, 6205, 7074, 6558, 6344, 4914
datasets/crusoe.txt, 6245, 21181, 7363, 8182, 7287, 6470, 5310
datasets/crusoe.txt, 6245, 1323, 6288, 5389, 6041, 6716, 5228
datasets/crusoe.txt, 6245, 10590, 5709, 6186, 6161, 6459, 3386
datasets/crusoe.txt, 6245, 5295, 5791, 6290, 6186, 6877, 5393
datasets/crusoe.txt, 6245, 2647, 5957, 7517, 5685, 5757, 5563
datasets/crusoe.txt, 6245, 5295, 6039, 5160, 6523, 6270, 5477
datasets/crusoe.txt, 6245, 10590, 5047, 6737, 6277, 5323, 7824
datasets/crusoe.txt, 6245, 5295, 5957, 4972, 6226, 5980, 5563
datasets/crusoe.txt, 6245, 10590, 5709, 5707, 6542, 6295, 6011
datasets/crusoe.txt, 6245, 10590, 7198, 6533, 5548, 6791, 3775
datasets/crusoe.txt, 6245, 5295, 6205, 6851, 5805, 5697, 5828
datasets/crusoe.txt, 6245, 2647, 8025, 5389, 5816, 6507, 7824
datasets/crusoe.txt, 6245, 5295, 5791, 6632, 6178, 6350, 4838
datasets/crusoe.txt, 6245, 2647, 6784, 5013, 5718, 5676, 5650
datasets/crusoe.txt, 6245, 5295, 5957, 6630, 5421, 5144, 5563
datasets/crusoe.txt, 6245, 21181, 6536, 6420, 6194, 6602, 4990
datasets/crusoe.txt, 6245, 21181, 7115, 8250, 6095, 6481, 6200
datasets/crusoe.txt, 6245, 1323, 6701, 6357, 5759, 5061, 7469
datasets/crusoe.txt, 6245, 5295, 6039, 6823, 7009, 6417, 5228
datasets/crusoe.txt, 6245, 2647, 6784, 6079, 6300, 6451, 6011
datasets/crusoe.txt, 6245, 21181, 6701, 6304, 5989, 5776, 5148
datasets/crusoe.txt, 6245, 10590, 5709, 5038, 6542, 5984, 4690
datasets/crusoe.txt, 6245, 5295, 5874, 5607, 6634, 6526, 5477
datasets/crusoe.txt, 6245, 21181, 5957, 7361, 6358, 6040, 6805
datasets/crusoe.txt, 6245, 5295, 6288, 7414, 5564, 5401, 4408
datasets/crusoe.txt, 6245, 5295, 6453, 7476, 6855, 7295, 8721
datasets/crusoe.txt, 6245, 2647, 5378, 6414, 6434, 6254, 7704
datasets/crusoe.txt, 6245, 5295, 5460, 5838, 7067, 5730, 7469
datasets/crusoe.txt, 6245, 10590, 6619, 7215, 5409, 5408, 6105
datasets/crusoe.txt, 6245, 10590, 5957, 6608, 6039, 5702, 3775
datasets/crusoe.txt, 6245, 10590, 6619, 7331, 6319, 5749, 4340
datasets/crusoe.txt, 6245, 5295, 6288, 6887, 6052, 6340, 5828
datasets/crusoe.txt, 6245, 5295, 5957, 6950, 5274, 5046, 5393
datasets/crusoe.txt, 6245, 10590, 6205, 5510, 5693, 5295, 5828
datasets/crusoe.txt, 6245, 2647, 5709, 5327, 6031, 5388, 5477
datasets/crusoe.txt, 6245, 2647, 5295, 5326, 6232, 5535, 6105
datasets/crusoe.txt, 6245, 2647, 7943, 6085, 5781, 5470, 7354
datasets/crusoe.txt, 6245, 42362, 5957, 5757, 7575, 5630, 4763
datasets/crusoe.txt, 6245, 5295, 6288, 5297, 5627, 5963, 4914
datasets/crusoe.txt, 6245, 10590, 6619, 6054, 5846, 5669, 7585
datasets/crusoe.txt, 6245, 5295, 5791, 5046, 8070, 6321, 4990
datasets/crusoe.txt, 6245, 2647, 7363, 7856, 5945, 5982, 7354
datasets/crusoe.txt, 6245, 10590, 5957, 6665, 6291, 5442, 7704
datasets/crusoe.txt, 6245, 10590, 5957, 7165, 6527, 7733, 6805
datasets/crusoe.txt, 6245, 5295, 5543, 7552, 7075, 6833, 4914
datasets/crusoe.txt, 6245, 10590, 6784, 7259, 5999, 6247, 4914
datasets/crusoe.txt, 6245, 5295, 6453, 5929, 8172, 7403, 6597
datasets/crusoe.txt, 6245, 10590, 6370, 5575, 5973, 6119, 6496
datasets/crusoe.txt, 6245, 1323, 6784, 6062, 7559, 8046, 6396
datasets/crusoe.txt, 6245, 10590, 6288, 6726, 6405, 6452, 6105
datasets/crusoe.txt, 6245, 21181, 6701, 5286, 6697, 6523, 4079
datasets/crusoe.txt, 6245, 10590, 5791, 5884, 5337, 5668, 7824
datasets/crusoe.txt, 6245, 10590, 6784, 6822, 6719, 6461, 4477
datasets/crusoe.txt, 6245, 1323, 6288, 5263, 6025, 6112, 5148
datasets/crusoe.txt, 6245, 5295, 6122, 7001, 6442, 5396, 5919
datasets/crusoe.txt, 6245, 2647, 6205, 7969, 5820, 6001, 7947
datasets/crusoe.txt, 6245, 10590, 6288, 6573, 5655, 5845, 5068
datasets/crusoe.txt, 6245, 10590, 6536, 4828, 7936, 7111, 7469
datasets/crusoe.txt, 6245, 2647, 5129, 5501, 6563, 6062, 6297
datasets/crusoe.txt, 6245, 5295, 5791, 7662, 6553, 6524, 7585
datasets/crusoe.txt, 6245, 5295, 7777, 6270, 5966, 5596, 5477
datasets/crusoe.txt, 6245, 10590, 6370, 7603, 8304, 6964, 7241
datasets/crusoe.txt, 6245, 2647, 7529, 7044, 5512, 6198, 4914
datasets/crusoe.txt, 6245, 2647, 5129, 6875, 6012, 6183, 6011
datasets/crusoe.txt, 6245, 2647, 6205, 4861, 5323, 6270, 6011
datasets/crusoe.txt, 6245, 10590, 6867, 6787, 5032, 4515, 7241
datasets/crusoe.txt, 6245, 21181, 6867, 5948, 5687, 6362, 4273
datasets/crusoe.txt, 6245, 5295, 5709, 6612, 7248, 6225, 5738
datasets/crusoe.txt, 6245, 2647, 6288, 5558, 5537, 5746, 5068
datasets/crusoe.txt, 6245, 21181, 5957, 5590, 5572, 5773, 3717
datasets/crusoe.txt, 6245, 2647, 6784, 5685, 5806, 5745, 4914
datasets/dracula.txt, 9425, 2647, 8687, 7977, 9210, 9519, 7824
datasets/dracula.txt, 9425, 10590, 10011, 11360, 9986, 11792, 8858
datasets/dracula.txt, 9425, 42362, 8108, 8010, 8056, 9027, 7824
datasets/dracula.txt, 9425, 5295, 8853, 10852, 8640, 9306, 9425
datasets/dracula.txt, 9425, 5295, 7612, 11515, 8472, 9481, 8721
datasets/dracula.txt, 9425, 21181, 8853, 9229, 11941, 8772, 7824
datasets/dracula.txt, 9425, 5295, 10673, 11380, 11651, 11920, 8587
datasets/dracula.txt, 9425, 2647, 10011, 10249, 11162, 10712, 7585
datasets/dracula.txt, 9425, 2647, 10011, 7861, 10235, 10201, 11529
datasets/dracula.txt, 9425, 5295, 9846, 9790, 10181, 9882, 6805
datasets/dracula.txt, 9425, 10590, 8770, 9750, 9964, 9685, 8071
datasets/dracula.txt, 9425, 10590, 9597, 8647, 10422, 9144, 8455
datasets/dracula.txt, 9425, 10590, 8935, 8480, 9658, 8371, 9425
datasets/dracula.txt, 9425, 5295, 9597, 11051, 10498, 10991, 5919
datasets/dracula.txt, 9425, 5295, 8522, 7714, 8964, 8416, 5148
datasets/dracula.txt, 9425, 10590, 10590, 9588, 9901, 8206, 9425
datasets/dracula.txt, 9425, 5295, 8108, 9084, 8258, 8268, 6911
datasets/dracula.txt, 9425, 10590, 10921, 11323, 9811, 9835, 9721
datasets/dracula.txt, 9425, 42362, 8687, 8389, 10810, 11181, 9280
datasets/dracula.txt, 9425, 5295, 9846, 10599, 8349, 8939, 6911
datasets/dracula.txt, 9425, 10590, 9846, 8933, 10722, 11450, 8455
datasets/dracula.txt, 9425, 2647, 8522, 10199, 10228, 10228, 10028
datasets/dracula.txt, 9425, 84725, 10176, 9125, 7625, 7970, 7704
datasets/dracula.txt, 9425, 42362, 10176, 9891, 10720, 10320, 9873
datasets/dracula.txt, 9425, 42362, 10176, 9482, 10558, 9819, 9425
datasets/dracula.txt, 9425, 2647, 9018, 8452, 8717, 9634, 7469
datasets/dracula.txt, 9425, 10590, 9349, 9347, 9419, 10350, 8587
datasets/dracula.txt, 9425, 5295, 10425, 9592, 9401, 12457, 5477
datasets/dracula.txt, 9425, 10590, 8108, 9052, 9175, 9536, 12851
datasets/dracula.txt, 9425, 5295, 9018, 7779, 8514, 7490, 8858
datasets/dracula.txt, 9425, 42362, 8522, 9465, 10668, 10009, 9873
datasets/dracula.txt, 9425, 10590, 10425, 11487, 7924, 8086, 6911
datasets/dracula.txt, 9425, 5295, 7777, 8238, 11526, 9075, 13052
datasets/dracula.txt, 9425, 5295, 9349, 8756, 8790, 9488, 11177
datasets/dracula.txt, 9425, 21181, 8273, 11288, 9152, 11514, 8455
datasets/dracula.txt, 9425, 21181, 10756, 9320, 7200, 8365, 6011
datasets/dracula.txt, 9425, 21181, 9597, 8010, 8226, 9762, 7019
datasets/dracula.txt, 9425, 21181, 8356, 7847, 8009, 8500, 7241
datasets/dracula.txt, 9425, 5295, 11252, 10334, 9267, 10433, 10028
datasets/dracula.txt, 9425, 10590, 10921, 8560, 10716, 12072, 6496
datasets/dracula.txt, 9425, 42362, 8935, 10405, 10595, 8335, 9721
datasets/dracula.txt, 9425, 5295, 8604, 11393, 8065, 7184, 15241
datasets/dracula.txt, 9425, 10590, 9680, 11079, 8816, 8211, 9425
datasets/dracula.txt, 9425, 1323, 10011, 8146, 8565, 9244, 10028
datasets/dracula.txt, 9425, 2647, 7860, 8446, 11044, 12299, 11710
datasets/dracula.txt, 9425, 2647, 9597, 9561, 7672, 8993, 5148
datasets/dracula.txt, 9425, 10590, 10756, 9948, 12274, 12244, 8325
