input_file, Read, PC, PCSA, HLL, KMV, MC, RC
datasets/crusoe.txt, 0.0019397, 0.00231641, 0.00246852, 0.00238092, 0.0134057, 0.00300837, 0.00648662
datasets/crusoe.txt, 0.00193387, 0.00240143, 0.00250738, 0.00257458, 0.0121649, 0.00323721, 0.00673742
datasets/crusoe.txt, 0.00201139, 0.00231272, 0.00244382, 0.00323266, 0.0121969, 0.00309855, 0.00645973
datasets/crusoe.txt, 0.0019305, 0.00228364, 0.00240445, 0.00248737, 0.0123114, 0.00308882, 0.00649611
datasets/crusoe.txt, 0.00224337, 0.00244031, 0.00257607, 0.00249318, 0.0123578, 0.0032689, 0.00644122
datasets/crusoe.txt, 0.0019087, 0.00239447, 0.00238446, 0.0025449, 0.0124063, 0.00307898, 0.00675065
datasets/crusoe.txt, 0.00216653, 0.00238189, 0.00247893, 0.00244406, 0.0123577, 0.00302512, 0.00643476
datasets/crusoe.txt, 0.00197655, 0.00242688, 0.00276503, 0.00241547, 0.013106, 0.0036779, 0.00646152
datasets/crusoe.txt, 0.00268809, 0.0044422, 0.00315949, 0.00261214, 0.0123851, 0.00309649, 0.00662532
datasets/crusoe.txt, 0.00192751, 0.00231342, 0.00240725, 0.00244518, 0.0122641, 0.00305001, 0.00962747
datasets/crusoe.txt, 0.00193324, 0.00228194, 0.00237915, 0.00244151, 0.0123599, 0.00304151, 0.00650248
datasets/crusoe.txt, 0.00207013, 0.00228226, 0.00259857, 0.00240568, 0.0122335, 0.00311036, 0.00641402
datasets/crusoe.txt, 0.00194647, 0.00242025, 0.00257661, 0.002472, 0.0120558, 0.00306586, 0.00655494
datasets/crusoe.txt, 0.00193507, 0.00238991, 0.00242126, 0.00241109, 0.012615, 0.00321501, 0.00706411
datasets/crusoe.txt, 0.00192916, 0.00231846, 0.00241103, 0.00241549, 0.0123806, 0.00384103, 0.00703521
datasets/crusoe.txt, 0.00208121, 0.00237189, 0.0022788, 0.00239437, 0.012648, 0.00309148, 0.00656061
datasets/crusoe.txt, 0.00192716, 0.00228614, 0.002985, 0.00244601, 0.0124443, 0.0030202, 0.00654095
datasets/crusoe.txt, 0.00190166, 0.00234431, 0.00254425, 0.00236541, 0.0166307, 0.00560601, 0.00649047
datasets/crusoe.txt, 0.00198162, 0.00238069, 0.00241657, 0.00248716, 0.0121579, 0.00308988, 0.00666267
datasets/crusoe.txt, 0.00201324, 0.0024281, 0.00235681, 0.00238012, 0.0129042, 0.0032021, 0.00666711
datasets/crusoe.txt, 0.00194759, 0.00233466, 0.00234573, 0.00243169, 0.0121062, 0.00319623, 0.00641476
datasets/crusoe.txt, 0.0018662, 0.00269996, 0.00244722, 0.00245809, 0.013087, 0.00300898, 0.00645573
datasets/crusoe.txt, 0.00206088, 0.00242573, 0.00240653, 0.00239626, 0.0125207, 0.00310911, 0.00641899
datasets/crusoe.txt, 0.00205611, 0.00240061, 0.00239496, 0.00239765, 0.0120342, 0.00308123, 0.00642235
datasets/crusoe.txt, 0.0018499, 0.00250985, 0.00244432, 0.00260616, 0.0131073, 0.00307184, 0.00653597
datasets/crusoe.txt, 0.00199435, 0.00229968, 0.00268807, 0.00239217, 0.0124247, 0.00307599, 0.00670857
datasets/crusoe.txt, 0.00192096, 0.00229876, 0.00248725, 0.00254329, 0.0122507, 0.00326977, 0.00646223
datasets/crusoe.txt, 0.00207304, 0.00233681, 0.00232927, 0.0024182, 0.0122892, 0.00304096, 0.00634907
datasets/crusoe.txt, 0.00220158, 0.00230123, 0.00230843, 0.00239704, 0.0121353, 0.0033637, 0.00649081
datasets/crusoe.txt, 0.00234577, 0.00230855, 0.00232799, 0.00241204, 0.0124461, 0.00332608, 0.00637136
datasets/crusoe.txt, 0.00195935, 0.00231843, 0.0023557, 0.00254248, 0.0119921, 0.00308312, 0.00650374
datasets/crusoe.txt, 0.00194304, 0.00233765, 0.00231735, 0.00238228, 0.0132647, 0.00310492, 0.00667313
datasets/crusoe.txt, 0.00194227, 0.00239636, 0.00245107, 0.00244863, 0.0122536, 0.00303669, 0.00684613
datasets/crusoe.txt, 0.00197064, 0.00248108, 0.00250817, 0.00246326, 0.0120498, 0.00330842, 0.00721743
datasets/crusoe.txt, 0.00202299, 0.00250487, 0.00255796, 0.00269433, 0.0131712, 0.00309495, 0.00786985
datasets/crusoe.txt, 0.0019516, 0.00240479, 0.00242766, 0.00235816, 0.0123097, 0.00308123, 0.00643305
datasets/crusoe.txt, 0.00192839, 0.00236554, 0.00239828, 0.00241974, 0.0124572, 0.00308945, 0.006657
datasets/crusoe.txt, 0.00190472, 0.00229146, 0.0025914, 0.00250043, 0.0121951, 0.00306804, 0.00713342
datasets/crusoe.txt, 0.00189775, 0.00235365, 0.0023114, 0.00245704, 0.0124353, 0.00304063, 0.00652612
datasets/crusoe.txt, 0.00190917, 0.00248024, 0.00230966, 0.00256622, 0.0119632, 0.00326205, 0.00649373
datasets/crusoe.txt, 0.00206689, 0.0022989, 0.00239809, 0.00239556, 0.0120191, 0.00319081, 0.00626332
datasets/crusoe.txt, 0.00193324, 0.0022883, 0.00238304, 0.00240315, 0.0123424, 0.00303751, 0.00651241
datasets/crusoe.txt, 0.00203462, 0.00232141, 0.0024506, 0.00252025, 0.0120368, 0.00299862, 0.0070102
datasets/crusoe.txt, 0.00200256, 0.00228918, 0.00235872, 0.00247191, 0.0122485, 0.00305322, 0.00663132
datasets/crusoe.txt, 0.00190776, 0.00233064, 0.00233535, 0.00241934, 0.0121516, 0.0031093, 0.00649107
datasets/crusoe.txt, 0.00190656, 0.00222925, 0.00240153, 0.00252676, 0.0120908, 0.00381194, 0.00670632
