input_file, Read, PC, PCSA, HLL, KMV, MC, RC
datasets/crusoe.txt, 0.00190585, 0.00235603, 0.00236907, 0.00242777, 0.0684241, 0.00318891, 0.0261653
datasets/crusoe.txt, 0.00190842, 0.00232177, 0.00243136, 0.00245457, 0.0611105, 0.00310097, 0.0270061
datasets/crusoe.txt, 0.00207136, 0.00273304, 0.00250097, 0.00263215, 0.0702534, 0.00314246, 0.0264583
datasets/crusoe.txt, 0.00191002, 0.00232147, 0.0024011, 0.00244162, 0.0682405, 0.00308482, 0.0255131
datasets/crusoe.txt, 0.00210683, 0.00245855, 0.00263386, 0.00255812, 0.0665879, 0.00312971, 0.0264804
datasets/crusoe.txt, 0.00217662, 0.00231797, 0.00232011, 0.00242084, 0.0660384, 0.00303733, 0.026875
datasets/crusoe.txt, 0.00192628, 0.00231828, 0.00236095, 0.00241794, 0.0638927, 0.00317303, 0.0263305
datasets/crusoe.txt, 0.00193892, 0.00235416, 0.0024497, 0.00242023, 0.0672999, 0.00313695, 0.0267392
datasets/crusoe.txt, 0.00196571, 0.00228117, 0.00238132, 0.00243789, 0.0702875, 0.00314635, 0.0271247
datasets/crusoe.txt, 0.0019314, 0.00234861, 0.00243076, 0.00264047, 0.0682373, 0.00311395, 0.0274448
datasets/crusoe.txt, 0.00211304, 0.00264235, 0.00244346, 0.00249476, 0.0755693, 0.00312642, 0.0258507
datasets/crusoe.txt, 0.00190478, 0.00234433, 0.00257846, 0.00264393, 0.0684388, 0.00318761, 0.0267517
datasets/crusoe.txt, 0.00198204, 0.0023074, 0.0023029, 0.00242999, 0.0666506, 0.00338773, 0.0270083
datasets/crusoe.txt, 0.00193218, 0.00224907, 0.00236599, 0.00255296, 0.0655669, 0.00316716, 0.0253585
datasets/crusoe.txt, 0.00192405, 0.00231979, 0.0027696, 0.00277305, 0.0667756, 0.00307434, 0.0265872
datasets/crusoe.txt, 0.00206466, 0.0023145, 0.00237922, 0.00247237, 0.066922, 0.00325566, 0.0266123
datasets/crusoe.txt, 0.00208592, 0.00231514, 0.00245762, 0.00246848, 0.0673335, 0.00310007, 0.0266221
datasets/crusoe.txt, 0.00191458, 0.00242115, 0.00257818, 0.00246315, 0.0661009, 0.00308255, 0.0260083
datasets/crusoe.txt, 0.00195233, 0.00236015, 0.00237561, 0.0023708, 0.0700615, 0.003299, 0.0255504
datasets/crusoe.txt, 0.00209674, 0.00242385, 0.00240783, 0.00245771, 0.0656957, 0.00310493, 0.0268795
datasets/crusoe.txt, 0.00190341, 0.00243699, 0.00246651, 0.00249069, 0.0666028, 0.00316327, 0.0276791
datasets/crusoe.txt, 0.00204267, 0.00245705, 0.0025941, 0.00250341, 0.0693826, 0.00304747, 0.0262974
datasets/crusoe.txt, 0.00202607, 0.00280637, 0.00252866, 0.00242982, 0.0677304, 0.00312636, 0.0275351
