input_file, Card, PC, PCSA, HLL, KMV, MC, RC
datasets/crusoe.txt, 6245, 2647, 5957, 6001, 6104, 6133, 6112
datasets/crusoe.txt, 6245, 5295, 5957, 6250, 6337, 6447, 6596
datasets/crusoe.txt, 6245, 5295, 5957, 5930, 6658, 6600, 6148
datasets/crusoe.txt, 6245, 5295, 6619, 6363, 6088, 6022, 5890
datasets/crusoe.txt, 6245, 5295, 5957, 6258, 6112, 6168, 5642
datasets/crusoe.txt, 6245, 5295, 5295, 6163, 6290, 6568, 5664
datasets/crusoe.txt, 6245, 2647, 5957, 6273, 5913, 6252, 6545
datasets/crusoe.txt, 6245, 10590, 5957, 6268, 5958, 6142, 6700
datasets/crusoe.txt, 6245, 5295, 5957, 6552, 6068, 5864, 5994
datasets/crusoe.txt, 6245, 21181, 5957, 6347, 6794, 6520, 6635
datasets/crusoe.txt, 6245, 5295, 5957, 6104, 6308, 6573, 5544
datasets/crusoe.txt, 6245, 10590, 5957, 6073, 6092, 5914, 6648
datasets/crusoe.txt, 6245, 5295, 5957, 6390, 6147, 5925, 6713
datasets/crusoe.txt, 6245, 1323, 5295, 6172, 6465, 6213, 6270
datasets/crusoe.txt, 6245, 2647, 5957, 5832, 6312, 6504, 6381
datasets/crusoe.txt, 6245, 2647, 5957, 6523, 5723, 5943, 6818
datasets/crusoe.txt, 6245, 5295, 5957, 6416, 5756, 6032, 6257
datasets/crusoe.txt, 6245, 42362, 5957, 6705, 6158, 6459, 6443
datasets/crusoe.txt, 6245, 5295, 5957, 5690, 6065, 5862, 6980
datasets/crusoe.txt, 6245, 5295, 5957, 5966, 6110, 6298, 6739
datasets/crusoe.txt, 6245, 2647, 5957, 6504, 6011, 6011, 6356
datasets/crusoe.txt, 6245, 2647, 5957, 6091, 5977, 6013, 6899
datasets/crusoe.txt, 6245, 1323, 5957, 6237, 5876, 6202, 6065
datasets/crusoe.txt, 6245, 5295, 5957, 6193, 6097, 5919, 6184
datasets/crusoe.txt, 6245, 10590, 5957, 6492, 6770, 6717, 5833
datasets/crusoe.txt, 6245, 5295, 5957, 5905, 6548, 5851, 7076
datasets/crusoe.txt, 6245, 5295, 5957, 5789, 6272, 6314, 6006
datasets/crusoe.txt, 6245, 5295, 5957, 5996, 6346, 6439, 7062
datasets/crusoe.txt, 6245, 1323, 6619, 6361, 6763, 6590, 6053
datasets/crusoe.txt, 6245, 10590, 5957, 6298, 5835, 5984, 5867
datasets/crusoe.txt, 6245, 2647, 5957, 6302, 6489, 6562, 6356
datasets/crusoe.txt, 6245, 5295, 5957, 6729, 6612, 6831, 6160
datasets/crusoe.txt, 6245, 2647, 5957, 6208, 6458, 6347, 5833
datasets/crusoe.txt, 6245, 2647, 5957, 5719, 6022, 6327, 6532
datasets/crusoe.txt, 6245, 5295, 5957, 5786, 6443, 6375, 7021
datasets/crusoe.txt, 6245, 2647, 5957, 6115, 5975, 6156, 6994
datasets/crusoe.txt, 6245, 5295, 5957, 6512, 5792, 6045, 6381
datasets/crusoe.txt, 6245, 2647, 6619, 6721, 6776, 6013, 6406
datasets/crusoe.txt, 6245, 2647, 5957, 5884, 5720, 6128, 5609
datasets/crusoe.txt, 6245, 21181, 5957, 5872, 6150, 6351, 6393
datasets/crusoe.txt, 6245, 21181, 5957, 6430, 6283, 6735, 5959
