input_file, Card, PC, PCSA, HLL, KMV, MC, RC
datasets/crusoe.txt, 6245, 2647, 5522, 3909, 9063, 8641, 3746
datasets/crusoe.txt, 6245, 10590, 5067, 5905, 10644, 11157, 6085
datasets/crusoe.txt, 6245, 5295, 8522, 7670, 7030, 7373, 14221
datasets/crusoe.txt, 6245, 5295, 7487, 6851, 7882, 10165, 7299
datasets/crusoe.txt, 6245, 21181, 5771, 6083, 6347, 6168, 4229
datasets/crusoe.txt, 6245, 10590, 5771, 6109, 5672, 4889, 8755
datasets/crusoe.txt, 6245, 5295, 6019, 4673, 6629, 9684, 4229
datasets/crusoe.txt, 6245, 5295, 6019, 5376, 5752, 5080, 2450
datasets/crusoe.txt, 6245, 5295, 4840, 6720, 6826, 6425, 10502
datasets/crusoe.txt, 6245, 21181, 5771, 5524, 6761, 5008, 4774
datasets/crusoe.txt, 6245, 5295, 3743, 4049, 4636, 5421, 4229
datasets/crusoe.txt, 6245, 5295, 5771, 5074, 4989, 5838, 19256
datasets/crusoe.txt, 6245, 5295, 5295, 5227, 6133, 5685, 6465
datasets/crusoe.txt, 6245, 5295, 6557, 6712, 5336, 5194, 5390
datasets/crusoe.txt, 6245, 21181, 4261, 6801, 8409, 9173, 3980
datasets/crusoe.txt, 6245, 10590, 4840, 3694, 6656, 5361, 4229
datasets/crusoe.txt, 6245, 21181, 5771, 7691, 4024, 5039, 6465
datasets/crusoe.txt, 6245, 10590, 6846, 10770, 4523, 3635, 6085
datasets/crusoe.txt, 6245, 10590, 4447, 5346, 5371, 6218, 4493
datasets/crusoe.txt, 6245, 10590, 5771, 9536, 4439, 4244, 3123
datasets/crusoe.txt, 6245, 21181, 5295, 8476, 6105, 5872, 3980
datasets/crusoe.txt, 6245, 21181, 5295, 6371, 6396, 7207, 3980
datasets/crusoe.txt, 6245, 21181, 7156, 5086, 5001, 4266, 4493
datasets/crusoe.txt, 6245, 5295, 7487, 5832, 6261, 5999, 3123
datasets/crusoe.txt, 6245, 2647, 5522, 7196, 7600, 5312, 4493
datasets/crusoe.txt, 6245, 5295, 5067, 5645, 4456, 5537, 9884
datasets/crusoe.txt, 6245, 21181, 5771, 7951, 6661, 7193, 6085
datasets/crusoe.txt, 6245, 21181, 8894, 8036, 8813, 6323, 3746
datasets/crusoe.txt, 6245, 5295, 6288, 4764, 8159, 8862, 7299
datasets/crusoe.txt, 6245, 5295, 6557, 8005, 9542, 9689, 8240
datasets/crusoe.txt, 6245, 2647, 5295, 6057, 7615, 7256, 4493
datasets/crusoe.txt, 6245, 5295, 6019, 4379, 5936, 3164, 10502
datasets/crusoe.txt, 6245, 2647, 7156, 5856, 4180, 5529, 5073
datasets/crusoe.txt, 6245, 1323, 7487, 5417, 5545, 6138, 14221
datasets/crusoe.txt, 6245, 5295, 7156, 6720, 5122, 6481, 5727
datasets/crusoe.txt, 6245, 5295, 6557, 4642, 6256, 7509, 5390
datasets/crusoe.txt, 6245, 5295, 10135, 4704, 7218, 7989, 5727
datasets/crusoe.txt, 6245, 5295, 6019, 5428, 9007, 7537, 17057
datasets/crusoe.txt, 6245, 10590, 5295, 6238, 4362, 5725, 2306
datasets/crusoe.txt, 6245, 10590, 11542, 7384, 5648, 6351, 4774
