input_file, Card, PC, PCSA, HLL, KMV, MC, RC
datasets/crusoe.txt, 6245, 5295, 5295, 6002, 7727, 7796, 5290
datasets/crusoe.txt, 6245, 10590, 5998, 4419, 4963, 4934, 4974
datasets/crusoe.txt, 6245, 5295, 6826, 8877, 6101, 5548, 7653
datasets/crusoe.txt, 6245, 5295, 4923, 6565, 9171, 10007, 8656
datasets/crusoe.txt, 6245, 10590, 6122, 4839, 6022, 5616, 6978
datasets/crusoe.txt, 6245, 5295, 6701, 5029, 6280, 6933, 5626
datasets/crusoe.txt, 6245, 21181, 5626, 5284, 6494, 6864, 7653
datasets/crusoe.txt, 6245, 5295, 6991, 5858, 4976, 4872, 5626
datasets/crusoe.txt, 6245, 2647, 6826, 7457, 5938, 6124, 5802
datasets/crusoe.txt, 6245, 5295, 6701, 5049, 5113, 4756, 4823
datasets/crusoe.txt, 6245, 10590, 4633, 5178, 7855, 6007, 7653
datasets/crusoe.txt, 6245, 10590, 6701, 7662, 5329, 5787, 9206
datasets/crusoe.txt, 6245, 1323, 7156, 6314, 7097, 6815, 7893
datasets/crusoe.txt, 6245, 5295, 5295, 4780, 5742, 5367, 5802
datasets/crusoe.txt, 6245, 10590, 6991, 8358, 5553, 6233, 2376
datasets/crusoe.txt, 6245, 10590, 5750, 5459, 5829, 5855, 5626
datasets/crusoe.txt, 6245, 5295, 5295, 6595, 7417, 7775, 8139
datasets/crusoe.txt, 6245, 21181, 6122, 7853, 8514, 6366, 9493
datasets/crusoe.txt, 6245, 10590, 5998, 6318, 4955, 5239, 5455
datasets/crusoe.txt, 6245, 10590, 5502, 7690, 8117, 8915, 5130
datasets/crusoe.txt, 6245, 10590, 6412, 5349, 7949, 6573, 10737
datasets/crusoe.txt, 6245, 5295, 7818, 5687, 5681, 6519, 3438
datasets/crusoe.txt, 6245, 1323, 6991, 6503, 6651, 6974, 3770
datasets/crusoe.txt, 6245, 21181, 7487, 6068, 5760, 5045, 10737
datasets/crusoe.txt, 6245, 5295, 5502, 5587, 6035, 6817, 5455
datasets/crusoe.txt, 6245, 5295, 5750, 5257, 6263, 6725, 8927
datasets/crusoe.txt, 6245, 2647, 7487, 4640, 7752, 6923, 8139
datasets/crusoe.txt, 6245, 10590, 5502, 4621, 4941, 7684, 5626
datasets/crusoe.txt, 6245, 10590, 4509, 5369, 6945, 6643, 5626
datasets/crusoe.txt, 6245, 5295, 6412, 6830, 5238, 6727, 7421
datasets/crusoe.txt, 6245, 5295, 7156, 5411, 5187, 5091, 8927
datasets/crusoe.txt, 6245, 42362, 7156, 6308, 5451, 4247, 3438
datasets/crusoe.txt, 6245, 10590, 6991, 7336, 5894, 7144, 10411
datasets/crusoe.txt, 6245, 1323, 6536, 5296, 6124, 6583, 4264
datasets/crusoe.txt, 6245, 2647, 6991, 5310, 6683, 6707, 10096
datasets/crusoe.txt, 6245, 10590, 7322, 7417, 8106, 7327, 7421
datasets/crusoe.txt, 6245, 2647, 6288, 5393, 8628, 8297, 6978
datasets/crusoe.txt, 6245, 5295, 5874, 6797, 5411, 5233, 4974
datasets/crusoe.txt, 6245, 10590, 5502, 4172, 5297, 5881, 5130
datasets/crusoe.txt, 6245, 10590, 5874, 5852, 5355, 5207, 6170
datasets/crusoe.txt, 6245, 2647, 4633, 4438, 4509, 4776, 7421
datasets/crusoe.txt, 6245, 10590, 7156, 8234, 6063, 7196, 3770
datasets/crusoe.txt, 6245, 5295, 5626, 4100, 5585, 6301, 3656
datasets/crusoe.txt, 6245, 10590, 6826, 5201, 5310, 6658, 2771
datasets/crusoe.txt, 6245, 5295, 8315, 6128, 7339, 6129, 4677
datasets/crusoe.txt, 6245, 21181, 7156, 6170, 4377, 4692, 8656
datasets/crusoe.txt, 6245, 10590, 6288, 10688, 5550, 6036, 5455
datasets/crusoe.txt, 6245, 5295, 5750, 5296, 6756, 8091, 3656
datasets/crusoe.txt, 6245, 5295, 6412, 4043, 6780, 8027, 3233
datasets/crusoe.txt, 6245, 21181, 6288, 6320, 4787, 4737, 3438
datasets/crusoe.txt, 6245, 5295, 5874, 7010, 7818, 6956, 4823
